frequency,value calibrated mic,value uncalibrated mic,gain factor
25,-0.04128740356334928,-0.09556862174347888,0.43201840531059577
31,0.09508605435375973,0.08979155346173648,1.0589643534152624
39,-0.15230799237591408,-0.15248276896916263,0.9988537944685154
50,-0.2841455120231685,-0.2918927596135307,0.9734585825266115
62,0.3563167196159234,0.3683161758853055,0.9674207730883948
79,-0.07361039833094604,-0.0756576225306178,0.9729409393105993
99,0.028566241222541058,0.02952264590448573,0.9676043710635247
125,-0.3025249577516151,-0.3154534516910628,0.9590161595311718
157,0.10582118172510115,0.11494728047060379,0.9206062230603488
198,-0.0336808289397343,-0.0183205164166327,1.8384213727270478
250,0.11866338898218841,0.13504479825071108,0.8786964808662194
315,-0.09648393467246533,-0.10053037109120834,0.9597491148712481
397,0.12778441780347927,0.1260348717090057,1.013881444641075
500,-0.07409398959807124,-0.06965894535164345,1.0636679786643246
630,-0.0012684455287614719,0.001558221407462147,-0.8140342076466341
794,0.03271219998381914,0.03017859608819498,1.0839536699527
1000,-0.05231174866439051,-0.05804663201574591,0.9012021343495047
1260,0.0681029061785282,0.07364250531490821,0.9247771499259603
1587,-0.03815559792626491,-0.05540615830627835,0.6886526532907319
2000,0.22259147125910483,0.22501814093277225,0.9892156709516482
2520,-0.02649553767859071,-0.019645041412468253,1.3487137605001234
3175,-0.2460363880041201,-0.20965979805875629,1.173502933238395
4000,0.09907184066282404,0.07120667559322742,1.3913279876844427
5040,0.15654862037524125,0.13754989005175292,1.1381224682647155
6350,-0.02911881041799434,0.10031162968614026,-0.29028349463669006
8000,0.08990240728045235,0.16306375318048846,0.5513328715115683
10079,0.03533683640829357,0.03361654347164815,1.0511739982457238
12699,0.03155058419027227,0.02276809354977414,1.3857367601419248
16000,-0.005126409752175524,-0.00617882389384286,0.8296740350997774
20000,0.06021508044287807,0.03623534285886226,1.6617775821086502
