frequency,value calibrated mic,value uncalibrated mic,gain factor
375,0.13339823633211767,0.12922847927532227,1.032266548985009
397,-0.07969550860251656,-0.06320599547995663,1.2608852688316405
420,-0.10515035164664097,-0.10017357119656939,1.049681571602411
445,0.0062987059126809455,0.0013748516633253858,4.581371271316731
472,0.054339337371600814,0.044809466462298636,1.2126753934309915
500,0.03181366489946389,0.02811388614499402,1.13159969188851
530,-0.011445170643134607,0.010453884048845922,-1.094824716790131
561,-0.027221087095446274,-0.03639326831368343,0.7479703900408272
595,-0.05777606273723888,-0.06534328151584189,0.8841928565101461
630,0.008002522219798728,0.008389053647412619,0.9539243109104318
667,0.11413340562725406,0.10184303329774513,1.1206795588420582
707,0.008456928063231046,0.0007393748033719031,11.437944631955817
749,-0.1228361609230314,-0.113874360803404,1.078699015796008
794,0.15622905841775203,0.14402323878436116,1.0847489595180264
841,-0.13335300338192743,-0.12431477467748481,1.0727043806972332
891,0.10724271025795783,0.08444585287314188,1.2699582822505486
944,0.09492831181911032,0.09251926458241448,1.0260383310175354
1000,-0.1354206589002538,-0.09563387791414701,1.4160322874475966
1059,-0.16204761860712041,-0.1754431775779252,0.923647307602742
1122,-0.1517647760254719,-0.13681489183441556,1.1092708841165468
1189,-0.23854405189324865,-0.2206902596186154,1.0808997746682938
1260,-0.07539067766706967,-0.07256183958742014,1.0389852034586502
1335,0.3558908652769046,0.3119371957682446,1.1409055095222298
1414,-0.5406759892761616,-0.5040051255625351,1.0727589102842894
1498,0.38035938786515805,0.40080085303301977,0.9489984489474685
1587,-0.09869973701788802,-0.11223861195163927,0.8793741770471574
1682,-0.05502276069496165,-0.05356780717202167,1.0271609684948968
1782,-0.010065169259195551,-0.004361855144395742,2.3075432186526452
1888,0.01591648642674669,0.01956683043306671,0.8134422425335087
2000,-0.012644337534557614,-0.0325394090380738,0.388585346456744
2119,0.13402380630466712,0.12344256128742385,1.0857179639411876
2245,0.1534034610243217,0.1676889860534456,0.9148094018257655
2378,-0.06378211300354242,-0.07314704388294278,0.871971164078933
2520,0.061174021825237776,0.07888559940749698,0.775477682678596
2670,-0.1148499881843137,-0.11960601620399486,0.9602358796770768
2828,-0.06864422318901121,-0.04397352255916242,1.561035350230507
2997,0.46116758834498667,0.49523186301762584,0.9312155028453272
3175,-0.5939704110532525,-0.6269999671023507,0.9473212794543792
3364,-0.03929930416790684,-0.045228808278723893,0.8688998375929717
3564,0.05960677107477596,0.060231568351218304,0.9896267473428706
3775,-0.041847622845138537,-0.05769605961790723,0.7253116265179089
4000,-0.03920772664347052,-0.013529028322099889,2.8980445387510985
4238,0.08968311364135403,0.09607280318818802,0.9334911719571894
4490,-0.24414696894380358,-0.31186180770685745,0.7828690878791282
4757,0.2945224468729553,0.3322094666125228,0.8865564545048793
5040,-0.0808373755683377,-0.06722765546229259,1.2024422837961186
5339,0.1263647530219882,0.13231123377261572,0.9550568717328504
5657,-0.06967968581377995,-0.12004375293160603,0.5804524109928435
5993,0.07739909526063109,-0.03667789097681997,-2.1102384351801056
6350,-0.1212898443290448,-0.08415936989051835,1.441192400642126
6727,0.10701039158490587,0.08689323139997729,1.2315158483671473
7127,0.10406788611856364,0.0464676305531081,2.239578064984913
7551,-0.021564993822659532,-0.05713304261150622,0.37745222093801956
8000,-0.045536957878887015,-0.03465182336049375,1.3141287661879089
8476,0.0832894998054883,0.01626013424164257,5.122313172063612
8980,-0.03642187610866668,-0.045889859130184764,0.7936802770595046
9514,0.047799867306828586,0.028100061710415476,1.7010591577850966
10079,-0.009557117274411726,-0.023980980350593893,0.3985290482161228
10679,-0.032921957864267014,-0.003271038623805202,10.064680259253214
11314,0.04651232138440815,-0.04692201229051325,-0.9912686842250384
11986,-0.10300304034418402,-0.1327506184940744,0.7759138263358205
12699,-0.038515264932562236,-0.02009091508088252,1.9170488142280477
13454,-0.017829870170843556,-0.01829628995190656,0.974507412033312
14254,0.04426357105891816,0.019546935377438516,2.264476256979296
15102,0.01466521750607026,0.028356852608688664,0.517166616071375
16000,-0.020418679461734052,-0.0476476773218886,0.42853462349893034
16951,0.012052752472023042,0.01875943212646777,0.6424902625393312
17959,-0.020623555018407583,0.002537678766102813,-8.126936826633804
19027,0.006141131560286965,0.012573831309668855,0.48840575390610175
20000,-0.007415233099421313,-0.006595436383374274,1.1242975700764206
