frequency,value calibrated mic,value uncalibrated mic,gain factor
21,0.10806650601585645,0.10176435638709581,1.061928850655609
22,-0.010170465889992833,-0.016205048532115622,0.6276109491333344
23,0.001655198322049625,0.0027686838227444287,0.5978285813830946
25,0.007219984593597628,0.0060742463083724345,1.1886222960116
26,0.021530584819230248,0.01835765539529512,1.1728395786723569
28,0.009059061926093952,0.02366224094142873,0.38284885816681075
29,0.04328154111704358,0.0492510719313178,0.8787938905654903
31,0.02273960482076859,0.012792768716278121,1.777535834899731
33,0.04405359594295221,0.03650768494478357,1.2066937689853938
35,0.006034922056821869,-0.0013505706386737683,-4.468423852859732
37,0.004433989527403741,-0.0008835561952090879,-5.01834467512784
39,-0.03117963614181927,-0.036203620480116244,0.8612297811193703
42,-0.033413613371513294,-0.0328321320131446,1.0177107401412706
44,-0.04495094145238787,-0.05054198742888322,0.8893781930446955
47,-0.09590065602239707,-0.09736800813566865,0.9849298333059558
50,-0.05080409036636778,-0.04030501863047801,1.2604904325227266
53,-0.06103232849552135,-0.06569601845754765,0.9290110714237584
56,0.05603990902643457,0.05269654907460228,1.0634455198783341
59,0.07808841266151915,0.06713174119900053,1.1632114893316927
62,0.11946861872189646,0.11610037560060335,1.0290114748024606
66,0.10304147288234894,0.10372669039171746,0.9933940097116679
70,0.010955379841680513,0.008183199103126105,1.338764913772585
74,-0.08746462573018066,-0.09176767240753757,0.9531093405284684
79,-0.2000043260790918,-0.19919291826211458,1.0040734772302975
83,-0.13267697860406574,-0.12690776973336929,1.0454598554747079
88,0.038730550155722514,0.053941754160896645,0.7180068716378339
94,0.2302904129100591,0.23074376042233183,0.998035277264083
99,0.21984954786435398,0.21412283596409992,1.0267449843659562
105,-0.0637301874684536,-0.0723089698750281,0.8813593607902138
111,-0.2674317690775421,-0.26311061160098465,1.0164233492912504
118,-0.14272386144136465,-0.1504019430280982,0.9489495851439956
125,0.2603536234103422,0.2609340778148486,0.9977754749039782
132,0.20713728975004628,0.18783565912654204,1.1027580743361463
140,-0.19973463774702854,-0.18671865649079816,1.0697090558643336
149,-0.26219528177935214,-0.2713480320008104,0.9662693325838053
157,0.2885338772446785,0.30051776149054216,0.9601225425531436
167,0.13571587862808832,0.14226335471238868,0.953976369406322
177,-0.3216901276684299,-0.3196233081119153,1.0064664231426794
187,0.18277491167312115,0.18819763467618886,0.9711860193546109
198,0.09356237672021568,0.07765987856687627,1.2047710921881634
210,-0.279356792494396,-0.2916823215534646,0.957743311307232
223,0.2856150361924359,0.2714597041099105,1.0521452424364026
236,-0.2523219176013609,-0.24959191517293178,1.0109378640191036
250,0.201099817758206,0.20286423631276146,0.9913024661881004
265,-0.1734404421640858,-0.15748298155377866,1.10132815909926
281,0.1625062844415647,0.17253487183752947,0.9418750117633706
297,-0.16197097024718998,-0.18403271632253576,0.8801205214148968
315,0.19599144609381344,0.18989427548983334,1.032108238061692
334,-0.15650253368183192,-0.16080562518820538,0.9732404167992434
354,0.015755036971051965,0.013653511756927554,1.1539182923439555
